Country Name,Country Code,Indicator Name,Indicator Code,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Moldova,MDA,Taxes less subsidies on products (current US$),NY.TAX.NIND.CD,1200655069,1334020830,1250105548,993178929.5,1000173834,1300949544,1549601586,1553702915,1545588523,1935976120
Moldova,MDA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,16.75505653,19.72237148,20.06335505,17.79074655,18.41043219,16.86205205,15.22008716,16.02397955,16.67589194,16.8583799
Moldova,MDA,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,9835.45987,10733.83557,11202.11051,10951.75858,11536.25016,12315.34823,12958.73986,13712.25602,12615.38605,14389.46776
Moldova,MDA,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,2595.010768,2832.040318,2955.591075,2889.537633,3043.751262,3249.31032,3419.064277,3617.873744,3328.473002,3796.550877
Moldova,MDA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,23013198255,26217252654,27399539464,27755343307,31375151990,33931111963,35929121310,38065861101,35040173329,41357957471
Moldova,MDA,GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,1.15292E+11,1.30791E+11,1.45026E+11,1.54211E+11,1.697E+11,1.89078E+11,2.01758E+11,2.21341E+11,2.12253E+11,2.48534E+11
Moldova,MDA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,90760660195,98625637472,1.04191E+11,1.04379E+11,1.08415E+11,1.12527E+11,1.15993E+11,1.20282E+11,1.12952E+11,1.27868E+11
Moldova,MDA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.172638712,0.28472219,0.305679821,0.329731547,0.268920672,0.260849244,0.257590121,0.250509183,0.235163944,
Moldova,MDA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,31729.49082,34608.33149,36360.78176,36516.82731,38572.8248,41085.67785,43612.55111,45948.44563,43027.23493,49400.85326
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,3044.808478,3321.043917,3327.786775,2731.065584,2879.391291,3509.64734,4232.206888,4493.370303,4500.624464,5230.661733
Moldova,MDA,GDP (constant LCU),NY.GDP.MKTP.KN,90756624090,98964531168,1.03912E+11,1.03561E+11,1.08127E+11,1.13199E+11,1.18068E+11,1.22417E+11,1.13382E+11,1.29193E+11
Moldova,MDA,GDP (current LCU),NY.GDP.MKTP.CN,1.0548E+11,1.19533E+11,1.33482E+11,1.45754E+11,1.60815E+11,1.78881E+11,1.92509E+11,2.10378E+11,2.05432E+11,2.41871E+11
Moldova,MDA,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,77545448916,85043398014,89625143276,89282925200,93722510405,97705132910,1.01956E+11,1.06204E+11,98154702357,1.11364E+11
Moldova,MDA,Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,0.49529266,-0.13911056,-0.07300567,0.37789917,0.49670791,-0.20280074,0.25650406,-0.36350251,382.1589966,-0.1991043
Moldova,MDA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,7.424221995,3.923851303,6.352184268,9.564365875,5.674084698,6.250278688,3.180023232,5.40013499,5.43003694,3.328590482
Moldova,MDA,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,10.17053073,10.6632462,11.75512406,2.895313438,7.175204638,6.297148166,3.837572074,4.489817069,5.010815866,
Moldova,MDA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.163847283,7.815455131,4.699354467,-7.466435915,10.04047906,8.17013656,4.045643932,6.252642964,-3.965061169,
Moldova,MDA,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,6679786222,7199913251,7533667863,6917903597,7524472098,7999869352,8178548314,8551964291,8123187018,
Moldova,MDA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,15.32906396,18.0248339,18.46621853,16.81505887,17.44645179,15.95266703,14.52293481,15.29863357,16.12059856,
Moldova,MDA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.036700296,0.027326821,0.019970757,0.00924817,0.006117286,0.006589226,0.009335384,0.007589199,0,
Moldova,MDA,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,9.43808939,10.04866791,10.27516868,15.57103974,11.6911435,11.32266011,12.45888137,12.6023325,13.05027652,
Moldova,MDA,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2.673743544,2.238010953,2.515955034,3.412762978,3.425856448,2.987225156,2.802946447,2.784695272,2.645306653,
Moldova,MDA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,54.45116484,52.79920266,52.282815,52.98189397,53.96840402,53.19929292,53.55264717,54.31661719,55.45382055,54.85481421
Moldova,MDA,"Services, value added (current LCU)",NV.SRV.TOTL.CN,57435188790,63112402658,69787955932,77223040288,86789053416,95163368585,1.03093E+11,1.1427E+11,1.1392E+11,1.32678E+11
Moldova,MDA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,12.28057338,14.46452071,18.75946888,16.33495329,19.46439464,17.72745526,17.60199625,22.94700637,22.98631558,
Moldova,MDA,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,,,4.890033508,4.049545065,4.174700055,5.501901059,5.147153863,5.816877026,5.789909033,
Moldova,MDA,"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,1483891954,1574650091,1714976625,1757376307,1769142936,1836968566,1988770540,2109067415,2050026659,2036284732
Moldova,MDA,"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,9840884581,10738619182,11644283919,12148416747,12566288904,13068213528,13539745274,13945153670,12984334796,12956775910
Moldova,MDA,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,927909752.9,1063048581,1103384044,926193122.6,960266229.5,1117140773,1284941188,1273372671,1244441168,1282870713
Moldova,MDA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.4481727,11.55036191,12.22478554,11.50526773,11.39868112,11.47225795,10.27091935,10.17111871,8.691706477,10.38524775
Moldova,MDA,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,11020751770,13806479170,16317843528,16769346784,18330739299,20521677101,19772398214,21397802084,17855572360,25118852732
Moldova,MDA,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-34.04070871,-31.50207049,-30.81787721,-25.53977551,-23.01892882,-23.43966813,-25.58881544,-24.77292179,-22.78545038,-27.37258051
Moldova,MDA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,65.17355928,63.59468366,61.98857241,57.43522692,55.32804453,54.53842991,55.72752033,55.33764978,49.92545347,57.992526
Moldova,MDA,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,68745190167,76016551002,82743359551,83713935283,88975553365,97558828751,1.0728E+11,1.16418E+11,1.02563E+11,1.40267E+11
Moldova,MDA,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,1.474326172,10.87065563,7.95920737,-10.14685481,0.269787175,12.3245176,18.90263444,6.370937946,-1.850212459,24.274434
Moldova,MDA,Changes in inventories (constant LCU),NE.GDI.STKB.KN,821287121.9,2106288195,402029052.5,-1094498474,-787930240.7,237770165.4,1515172588,-136169563.1,-928568196.5,6900682726
Moldova,MDA,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,22325987684,23557247144,27304120283,25989345063,25749939933,27800686804,31823291405,35598606410,35734874618,36354657576
Moldova,MDA,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,2058310139,2187460697,2462466346,1881531931,1792573011,2155160530,2786437419,3016627966,3076340697,3309315030
Moldova,MDA,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,31137070665,35075948804,35404114474,36314277809,39855500859,44182485022,47358610139,51245051388,46329404405,54453283610
Moldova,MDA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2711403158,3047744876,2964395131,2470379871,2607820374,3007169949,3453124989,3659009037,3218731236,4188570116
Moldova,MDA,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,1.41386E+11,1.57188E+11,1.74618E+11,1.82979E+11,1.97832E+11,2.2081E+11,2.41769E+11,2.62495E+11,2.52241E+11,3.08077E+11
Moldova,MDA,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,1.01663E+11,1.0706E+11,1.11765E+11,1.09217E+11,1.12053E+11,1.17283E+11,1.21101E+11,1.24624E+11,1.1668E+11,1.32107E+11
Moldova,MDA,Final consumption expenditure (current US$),NE.CON.TOTL.CD,9566308699,10120069937,9947579678,7895868800,8155156366,9733766863,11454469483,11902313920,11695017930,13502290233
Moldova,MDA,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,0.93722793,6.420276807,5.539924854,-1.673515578,4.12298073,7.118997374,5.709041688,5.007316281,-7.319073232,16.45736244
Moldova,MDA,Households and NPISHs Final consumption expenditure (constant 2015 US$),NE.CON.PRVT.KD,6185080881,6580417474,6940734458,6772432528,6970121316,7338483407,7622332316,7876936634,7220695464,8345429157
Moldova,MDA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,16.69013792,15.306134,14.3717285,14.5048571,14.87353909,15.0336275,15.19109061,15.1944458,16.98290196,16.63971861
Moldova,MDA,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,17604788168,18295861369,19183618077,21141357546,23918816978,26892286653,29244148718,31965780106,34888365784,40246573922
Moldova,MDA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.274079917,0.281261546,0.289852609,0.297625495,0.340329873,0.319318626,0.32637511,0.355073047,0.374838463,0.411613609
Moldova,MDA,"Armed forces personnel, total",MS.MIL.TOTL.P1,7750,7750,7750,7550,7550,7000,6150,6000,,
Moldova,MDA,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,93.1520515,91.25773631,90.2273416,87.43990962,86.1632859,85.62849069,84.78295507,84.22891822,81.62825862,82.06685177
Moldova,MDA,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD,2162.370725,2301.200911,2428.685712,2388.041278,2486.49976,2663.513613,2815.574715,2956.559446,2740.166695,3191.12586
Moldova,MDA,Households and NPISHs final consumption expenditure: linked series (current LCU),NE.CON.PRVT.CN.AD,98256955198,1.09083E+11,1.20437E+11,1.27447E+11,1.38563E+11,1.53173E+11,1.63214E+11,1.77199E+11,1.67691E+11,1.98496E+11
Moldova,MDA,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,15868474902,15751182492,15427158177,15214611899,15312680409,15481120003,15444625614,15525737209,16218472434,16550531749
Moldova,MDA,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1453567272,1453580337,1366779974,1123436271,1200513149,1453712954,1740510576,1818979528,2014126411,2276183938
Moldova,MDA,Military expenditure (current LCU),MS.MIL.XPND.CN,289100000,336200000,386900000,433800000,547300000,571200000,628300000,746900000,769900000,914400000
Moldova,MDA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,,,,,,,,,,
Moldova,MDA,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ,2.15,,2.444986,,2.477941,,2.3,,,
Moldova,MDA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,32,,,,,
Moldova,MDA,Secure Internet servers,IT.NET.SECR,130,168,237,361,1852,10071,10610,12060,14705,
Moldova,MDA,Fixed telephone subscriptions,IT.MLT.MAIN,1205768,1221474,1218274,1202466,1171287,1143852,1108200,1071514,1027689,1000228
Moldova,MDA,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,0.91284586,0.603183211,0.603183211,0.728065683,0.728065683,0.728065683,0.727536083,0.727536083,0.635433478,
Moldova,MDA,"Air transport, passengers carried",IS.AIR.PSGR,543872,557653,692496,1005936,936254,1092606,1423791,1408166,306631.727,
Moldova,MDA,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,,,,,56.71666667,56.34166667,58.81666667,58.81666667,,
Moldova,MDA,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,,,,,71.2125,69.23791667,75.62125,79.3225,,
Moldova,MDA,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,100,100,100,100,100,100,100,100,100,
Moldova,MDA,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,4.1,4,4,3.9,3.9,3.9,3.9,3.9,,
Moldova,MDA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,,
Moldova,MDA,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.816666667,3.858333333,3.79167,3.7,3.7,3.741666667,3.741666667,3.716667,,
Moldova,MDA,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3.5,3.5,3,2.5,2.5,2.5,2.5,2.5,,
Moldova,MDA,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,4,4,4,4,4,4,4,4,,
Moldova,MDA,"Patent applications, residents",IP.PAT.RESD,93,67,67,64,91,73,92,85,85,
Moldova,MDA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,990,977,822,1104,530,816,548,723,593,
Moldova,MDA,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,,,,,,,,,,
Moldova,MDA,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,,,,,,,,,
Moldova,MDA,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,0,9,9,8.9,8.9,8.9,8.6,8.4,,
Moldova,MDA,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,30.6,30.2,30.2,30.8,31.1,31.3,31.3,29.9,,
Moldova,MDA,"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,8,7,6,5,5,4,3,3,,
Moldova,MDA,Time required to start a business (days),IC.REG.DURS,9,7,7,6,6,5,4,4,,
Moldova,MDA,Procedures to register property (number),IC.PRP.PROC,5,5,5,5,5,5,5,5,,
Moldova,MDA,Time to resolve insolvency (years),IC.ISV.DURS,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,,
Moldova,MDA,"Cost to import, border compliance (US$)",IC.IMP.CSBC.CD,,,82.77778,82.77778,82.77778,82.77778,82.77778,82.77778,,
Moldova,MDA,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,,6.9,,,,,,10.4,,
Moldova,MDA,Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,,98.4,,,,,,96.1,,
Moldova,MDA,Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,,2.6,,,,,,2.3,,
Moldova,MDA,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,,29.4,,,,,,13.8,,
Moldova,MDA,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,,,43.88889,43.88889,43.88889,43.88889,43.88889,43.88889,,
Moldova,MDA,Power outages in firms in a typical month (number),IC.ELC.OUTG,,0.5,,,,,,0.6,,
Moldova,MDA,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,3.9,4.5,8.8,10.8,11.4,13.6,15.8,18.2,,
Moldova,MDA,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,,,,48,,
Moldova,MDA,"Human capital index (HCI), female, upper bound (scale 0-1)",HD.HCI.OVRL.UB.FE,,,,,,0.616,0.615644038,,0.616951942,
Moldova,MDA,"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE,,,,,,0.59,0.594914675,,0.595683396,
Moldova,MDA,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,98.2371,100.7253,100.2732,91.3003,92.5743,97.6474,95.9061,,,
Moldova,MDA,Expense (current LCU),GC.XPN.TOTL.CN,29380900000,32427200000,38754500000,41571600000,42415300000,47945500000,52528400000,58312362000,65357400000,
Moldova,MDA,Interest payments (% of revenue),GC.XPN.INTP.RV.ZS,2.293289101,1.529951455,1.537338518,2.596643006,4.142669831,3.897859511,2.802119839,2.764611595,2.902516997,
Moldova,MDA,Compensation of employees (% of expense),GC.XPN.COMP.ZS,13.42198503,11.95107811,10.97395141,11.39672276,12.18805478,13.046897,12.90863609,11.44697243,11.11748631,
Moldova,MDA,"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,770400000,801000000,2626000000,3983100000,4663400000,5541400000,6865900000,6860400000,6469100000,
Moldova,MDA,Other taxes (current LCU),GC.TAX.OTHR.CN,1300000,1200000,2100000,100000,37900000,45300000,49600000,50800000,45600000,
Moldova,MDA,"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,,,,,,,,,,
Moldova,MDA,"Net official flows from UN agencies, UNEP (current US$)",DT.NFL.UNEP.CD,,,,,,,,,,
Moldova,MDA,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1242360.353,890843.2126,1014124.99,967353.7612,1143964.648,1207999.945,882618.4273,953999.9962,1054999.948,1213000.059
Moldova,MDA,"PPG, private creditors (NFL, current US$)",DT.NFL.PRVT.CD,5767000,-2605000,-1914000,-3010000,1479000,-554000,649000,-87000,-1796000,-2656000
Moldova,MDA,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,109267000,111892000,-120520000,-100893000,-53015000,212557000,127293000,93509000,79077000,15183000
Moldova,MDA,"IFC, private nonguaranteed (NFL, current US$)",DT.NFL.NIFC.CD,19151645.46,-6597392,12251658,-35597149,-5779482,-19293477,-16752835,-13128788,-625000,0
Moldova,MDA,"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,-19213000,-19687000,-4778000,-815000,39776000,15553000,7621000,8190000,3580000,9352000
Moldova,MDA,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,8619999.886,9909999.847,1549999.952,2985838.89,1234732.866,2229409.695,2467771.53,3512838.602,5431403.637,2237999.916
Moldova,MDA,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,,,,,,,,,,
Moldova,MDA,Present value of external debt (current US$),DT.DOD.PVLX.CD,,,,,,,,,,2046360031
Moldova,MDA,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,24.4223,29.4724,25.215,19.8843,21.459,23.6793,27.1428,26.4814,28.0592,28.0328
Moldova,MDA,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,964612996.2,996911522,1026823937,1071675443,1211736499,1441735823,1449644230,1464082278,1760806318,1819283612
Moldova,MDA,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,55.88795553,59.70560968,56.62728973,74.37334461,73.05297119,68.17987845,61.96240651,59.73484613,67.15002055,66.07806507
Moldova,MDA,"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,,,,,,,,,,
Moldova,MDA,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,312570000.5,273899994.9,419330002.1,269030002,206030000.5,216229998.3,205970003.4,269349996.4,360179994.1,447500006.8
Moldova,MDA,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,19999.99955,29999.99933,9999.999776,0,,0,,0,9999.999776,9999.999776
Moldova,MDA,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,889999.9857,250000,519999.9809,330000.0131,319999.9928,310000.0024,289999.9917,280000.0012,100000.0015,
Moldova,MDA,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,270000.0107,280000.0012,259999.9905,230000.0042,319999.9928,289999.9917,629999.9952,379999.9952,699999.9881,519999.9809
Moldova,MDA,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,1389999.986,490000.0095,569999.9928,439999.9976,39999.99911,50000.00075,29999.99933,19999.99955,,
Moldova,MDA,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,19999.99955,29999.99933,29999.99933,9999.999776,29999.99933,119999.9973,200000.003,170000.0018,90000.00358,19999.99955
Moldova,MDA,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,,,50000.00075,509999.9905,129999.9952,90000.00358,100000.0015,119999.9973,289999.9917,180000.0072
Moldova,MDA,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,
Moldova,MDA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,
Moldova,MDA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1986440000,2191540000,2075920000,1540120000,1467220000,1637870000,1837930000,1909910000,1876620000,2119330000
Moldova,MDA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.884326531,2.546985259,3.637147881,2.91624203,1.08332196,1.546266736,2.564184655,4.236533154,1.330468677,2.860616043
Moldova,MDA,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,3754690000,4202310000,4073910000,3304620000,3371770000,3998890000,4449590000,4684680000,4078300000,5105890000
Moldova,MDA,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,0.500891999,0.599541373,0.643483742,0.62558585,0.545273669,0.390961606,0.381064544,0.29728942,0.339680825,0.368261037
Moldova,MDA,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,17.52533867,16.01606946,16.28407837,16.5087419,14.53750282,14.02834073,15.26017977,16.70196574,23.69704227,24.56949551
Moldova,MDA,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,21230000,107100000,147150000,54870000,-17800000,-21340000,-35850000,-54990000,-65670000,-51020000
Moldova,MDA,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-224600000,-211120000,-305070000,-218560000,-74110000,-138650000,-259490000,-468350000,-152090000,-381960000
Moldova,MDA,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,810090000,894130000,822330000,449480000,445970000,555840000,535790944,614964072.8,390190000,266270000
Moldova,MDA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,92990000,93870000,147050000,154110000,141340000,144060000,169040000,180740000,207370000,293470000
Moldova,MDA,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,33.72137635,33.77419257,34.00356626,33.42518341,30.37766442,31.79533649,31.38969224,31.50970451,29.92933453,31.01950225
Moldova,MDA,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,912270000,990490000,1015070000,849210000,844930000,949070000,1121450944,1178494073,879738905.5,1162430000
Moldova,MDA,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,236910000,267510000,292870000,366720000,302500000,323640000,461309056,407725927.2,466020000,642680000
Moldova,MDA,Surface area (sq. km),AG.SRF.TOTL.K2,33850,33850,33850,33850,33850,33850,33850,33850,33850,
Moldova,MDA,Cereal production (metric tons),AG.PRD.CREL.MT,2055650.03,2654337,2886891,2183323,2954175,3285836,3421119,3498682,1478349,4647542.62
Moldova,MDA,Land area (sq. km),AG.LND.TOTL.K2,32860,32880,32880,32880,32880,32890,32885.3,32885.9,32884.6,
Moldova,MDA,Forest area (sq. km),AG.LND.FRST.K2,3792.6,3816.4,3840.2,3864,3865,3865,3865,3865,3865,
Moldova,MDA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,0,,,,,,
Moldova,MDA,Arable land (% of land area),AG.LND.ARBL.ZS,55.20389531,55.23114355,52.55474453,52.70681265,52.85888078,52.84280936,51.13835057,51.38676454,51.68984874,
Moldova,MDA,Agricultural land (sq. km),AG.LND.AGRI.K2,24600,24610,23150,23180,23179,23173,22571,22616,22646,
Moldova,MDA,"International migrant stock, total",SM.POP.TOTL,,,,142904,,,,,,
Moldova,MDA,"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,,,,,,,,,,
Moldova,MDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.190000057,1.889999986,1.450000048,1.779999971,1.590000033,1.620000005,1.24000001,1.5,1.210000038,0.790000021
Moldova,MDA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,1.659999967,1.50999999,1.100000024,1.330000043,0.970000029,1.340000033,1.070000052,1.169999957,0.949999988,0.5
Moldova,MDA,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2.309999943,2.130000114,1.570000052,1.570000052,1.50999999,1.649999976,1.179999948,1.460000038,1.25,0.810000002
Moldova,MDA,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,1.070000052,0.980000019,0.479999989,1.50999999,1.549999952,0.920000017,0.839999974,2.069999933,1.029999971,0.800000012
Moldova,MDA,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,3.279999971,2.910000086,2.109999895,2.769999981,2.349999905,2.430000067,2.519999981,1.940000057,0.850000024,0.730000019
Moldova,MDA,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,3.119999886,2.809999943,2.369999886,3.680000067,3.75,3.799999952,2.930000067,4.039999962,3.75,1.99000001
Moldova,MDA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.88890037,49.57641606,49.17374685,49.21866748,49.05537912,48.74308882,48.41482652,48.0925326,47.80517574,47.24962073
Moldova,MDA,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,64.95999908,64.58999634,69.91000366,70.80999756,70.72000122,69.59999847,68.05999756,70.69999695,70.88999939,74.69999695
Moldova,MDA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,64.79000092,65.25,69.26999664,70.20999908,69.91000366,68.33000183,67.05000305,69.33000183,69.68000031,72.51000214
Moldova,MDA,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,101.6658877,101.1409156,99.8269108,97.54006183,96.97395998,97.14615767,97.93510109,96.8798688,95.05310084,94.49799093
Moldova,MDA,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,58.59000015,60.65000153,64.37999725,67.30000305,65.73000336,63.27000046,61.83000183,62.29000092,65.62000275,69.08999634
Moldova,MDA,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,68.37000275,65.98000336,67.97000122,68.62000275,68.63999939,65.06999969,65.02999878,68.75,67.61000061,66.41000366
Moldova,MDA,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,20.19799995,20.61400032,20.5340004,22.20700073,20.74399948,20.79800034,21.00300026,21.20999908,18.30400085,18.06299973
Moldova,MDA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,18.30800056,18.09600067,17.61899948,18.9090004,18.4279995,18.98999977,18.72400093,18.43899918,15.55200005,13.76599979
Moldova,MDA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,,,,,
Moldova,MDA,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,,,,,,,,,,
Moldova,MDA,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,,,,,,,,,,
